10  0.0244667
20  0.00955656
30  0.0053759
40  0.00354944
50  0.00256482
60  0.00196391
70  0.00156577
80  0.00128605
90  0.00108071
100  0.000924732
110  0.000802969
120  0.000705763
130  0.0006267
140  0.000561369
150  0.00050665
160  0.000460276
170  0.000420568
180  0.000386259
190  0.000356373
200  0.000330151
210  0.000306995
220  0.000286424
230  0.000268052
240  0.000251564
250  0.000236699
260  0.000223242
270  0.000211014
280  0.000199863
290  0.00018966
300  0.000180297
310  0.00017168
320  0.000163728
330  0.000156371
340  0.000149549
350  0.00014321
360  0.000137305
370  0.000131796
380  0.000126646
390  0.000121822
400  0.000117297
410  0.000113045
420  0.000109044
430  0.000105274
440  0.000101716
450  9.83543e-05
460  9.51736e-05
470  9.21606e-05
480  8.93034e-05
490  8.65908e-05
500  8.40128e-05
510  8.15602e-05
520  7.92247e-05
530  7.69985e-05
540  7.48747e-05
550  7.28468e-05
560  7.09087e-05
570  6.90552e-05
580  6.72809e-05
590  6.55814e-05
600  6.39522e-05
610  6.23894e-05
620  6.08893e-05
630  5.94482e-05
640  5.80632e-05
650  5.67311e-05
660  5.54492e-05
670  5.42148e-05
680  5.30256e-05
690  5.18792e-05
700  5.07735e-05
710  4.97066e-05
720  4.86765e-05
730  4.76815e-05
740  4.67199e-05
750  4.57903e-05
760  4.4891e-05
770  4.40208e-05
780  4.31784e-05
790  4.23625e-05
800  4.1572e-05
810  4.08057e-05
820  4.00627e-05
830  3.9342e-05
840  3.86427e-05
850  3.79638e-05
860  3.73045e-05
870  3.66642e-05
880  3.60419e-05
890  3.5437e-05
900  3.48489e-05
910  3.42769e-05
920  3.37203e-05
930  3.31787e-05
940  3.26514e-05
950  3.21379e-05
960  3.16377e-05
970  3.11504e-05
980  3.06754e-05
990  3.02124e-05
1000  2.9761e-05
1010  2.93206e-05
1020  2.88911e-05
1030  2.84719e-05
1040  2.80627e-05
1050  2.76633e-05
1060  2.72732e-05
1070  2.68922e-05
1080  2.652e-05
1090  2.61564e-05
1100  2.58009e-05
1110  2.54535e-05
1120  2.51137e-05
1130  2.47815e-05
1140  2.44565e-05
1150  2.41385e-05
1160  2.38274e-05
1170  2.35229e-05
1180  2.32249e-05
1190  2.29331e-05
1200  2.26473e-05
1210  2.23674e-05
1220  2.20933e-05
1230  2.18247e-05
1240  2.15615e-05
1250  2.13035e-05
1260  2.10507e-05
1270  2.08028e-05
1280  2.05597e-05
1290  2.03214e-05
1300  2.00876e-05
1310  1.98582e-05
1320  1.96332e-05
1330  1.94124e-05
1340  1.91957e-05
1350  1.89831e-05
1360  1.87743e-05
1370  1.85693e-05
1380  1.8368e-05
1390  1.81703e-05
1400  1.79762e-05
1410  1.77854e-05
1420  1.75981e-05
1430  1.7414e-05
1440  1.72331e-05
1450  1.70552e-05
1460  1.68805e-05
1470  1.67087e-05
1480  1.65398e-05
1490  1.63737e-05
1500  1.62104e-05
1510  1.60497e-05
1520  1.58917e-05
1530  1.57363e-05
1540  1.55834e-05
1550  1.5433e-05
1560  1.5285e-05
1570  1.51393e-05
1580  1.49959e-05
1590  1.48548e-05
1600  1.47158e-05
1610  1.4579e-05
1620  1.44444e-05
1630  1.43118e-05
1640  1.41812e-05
1650  1.40525e-05
1660  1.39259e-05
1670  1.38011e-05
1680  1.36781e-05
1690  1.3557e-05
1700  1.34376e-05
1710  1.332e-05
1720  1.32041e-05
1730  1.30899e-05
1740  1.29773e-05
1750  1.28663e-05
1760  1.27569e-05
1770  1.2649e-05
1780  1.25426e-05
1790  1.24377e-05
1800  1.23343e-05
1810  1.22323e-05
1820  1.21317e-05
1830  1.20325e-05
1840  1.19346e-05
1850  1.1838e-05
1860  1.17427e-05
1870  1.16487e-05
1880  1.1556e-05
1890  1.14644e-05
1900  1.13741e-05
1910  1.1285e-05
1920  1.1197e-05
1930  1.11101e-05
1940  1.10244e-05
1950  1.09398e-05
1960  1.08562e-05
1970  1.07737e-05
1980  1.06922e-05
1990  1.06118e-05
2000  1.05324e-05
2010  1.04539e-05
2020  1.03764e-05
2030  1.02999e-05
2040  1.02243e-05
2050  1.01496e-05
2060  1.00759e-05
2070  1.0003e-05
2080  9.93097e-06
2090  9.85983e-06
2100  9.78953e-06
2110  9.72006e-06
2120  9.65141e-06
2130  9.58356e-06
2140  9.51651e-06
2150  9.45023e-06
2160  9.38472e-06
2170  9.31996e-06
2180  9.25595e-06
2190  9.19266e-06
2200  9.13009e-06
