10  0.0243001
20  0.00937829
30  0.00525397
40  0.00346175
50  0.00249832
60  0.0019114
70  0.00152299
80  0.00125035
90  0.00105034
100  0.000898494
110  0.000780007
120  0.00068545
130  0.000608564
140  0.000545048
150  0.00049186
160  0.000446793
170  0.000408211
180  0.000374878
190  0.000345847
200  0.000320379
210  0.00029789
220  0.000277914
230  0.000260075
240  0.000244066
250  0.000229634
260  0.000216571
270  0.000204701
280  0.000193877
290  0.000183974
300  0.000174887
310  0.000166523
320  0.000158806
330  0.000151667
340  0.000145047
350  0.000138895
360  0.000133166
370  0.000127821
380  0.000122823
390  0.000118143
400  0.000113753
410  0.000109628
420  0.000105747
430  0.000102089
440  9.86373e-05
450  9.53759e-05
460  9.22903e-05
470  8.93676e-05
480  8.6596e-05
490  8.39647e-05
500  8.14641e-05
510  7.90851e-05
520  7.68197e-05
530  7.46605e-05
540  7.26005e-05
550  7.06336e-05
560  6.87538e-05
570  6.6956e-05
580  6.52353e-05
590  6.35869e-05
600  6.20069e-05
610  6.04912e-05
620  5.90363e-05
630  5.76387e-05
640  5.62955e-05
650  5.50036e-05
660  5.37604e-05
670  5.25633e-05
680  5.141e-05
690  5.02983e-05
700  4.92261e-05
710  4.81914e-05
720  4.71925e-05
730  4.62276e-05
740  4.52951e-05
750  4.43936e-05
760  4.35216e-05
770  4.26778e-05
780  4.18609e-05
790  4.10697e-05
800  4.03031e-05
810  3.95601e-05
820  3.88397e-05
830  3.81408e-05
840  3.74627e-05
850  3.68044e-05
860  3.61651e-05
870  3.55442e-05
880  3.49408e-05
890  3.43544e-05
900  3.37841e-05
910  3.32294e-05
920  3.26898e-05
930  3.21646e-05
940  3.16533e-05
950  3.11554e-05
960  3.06705e-05
970  3.0198e-05
980  2.97374e-05
990  2.92885e-05
1000  2.88508e-05
1010  2.84239e-05
1020  2.80074e-05
1030  2.76009e-05
1040  2.72042e-05
1050  2.68169e-05
1060  2.64387e-05
1070  2.60694e-05
1080  2.57085e-05
1090  2.53559e-05
1100  2.50113e-05
1110  2.46744e-05
1120  2.4345e-05
1130  2.40229e-05
1140  2.37078e-05
1150  2.33995e-05
1160  2.30979e-05
1170  2.28027e-05
1180  2.25137e-05
1190  2.22308e-05
1200  2.19538e-05
1210  2.16824e-05
1220  2.14166e-05
1230  2.11562e-05
1240  2.0901e-05
1250  2.0651e-05
1260  2.04058e-05
1270  2.01655e-05
1280  1.99298e-05
1290  1.96988e-05
1300  1.94721e-05
1310  1.92498e-05
1320  1.90316e-05
1330  1.88176e-05
1340  1.86075e-05
1350  1.84013e-05
1360  1.81989e-05
1370  1.80001e-05
1380  1.7805e-05
1390  1.76134e-05
1400  1.74251e-05
1410  1.72402e-05
1420  1.70586e-05
1430  1.68801e-05
1440  1.67047e-05
1450  1.65323e-05
1460  1.63629e-05
1470  1.61964e-05
1480  1.60326e-05
1490  1.58716e-05
1500  1.57133e-05
1510  1.55575e-05
1520  1.54044e-05
1530  1.52537e-05
1540  1.51055e-05
1550  1.49597e-05
1560  1.48161e-05
1570  1.46749e-05
1580  1.45359e-05
1590  1.43991e-05
1600  1.42644e-05
1610  1.41318e-05
1620  1.40013e-05
1630  1.38727e-05
1640  1.37461e-05
1650  1.36214e-05
1660  1.34986e-05
1670  1.33776e-05
1680  1.32584e-05
1690  1.3141e-05
1700  1.30253e-05
1710  1.29113e-05
1720  1.27989e-05
1730  1.26882e-05
1740  1.2579e-05
1750  1.24714e-05
1760  1.23654e-05
1770  1.22608e-05
1780  1.21577e-05
1790  1.2056e-05
1800  1.19557e-05
1810  1.18569e-05
1820  1.17593e-05
1830  1.16631e-05
1840  1.15682e-05
1850  1.14746e-05
1860  1.13823e-05
1870  1.12911e-05
1880  1.12012e-05
1890  1.11125e-05
1900  1.10249e-05
1910  1.09385e-05
1920  1.08532e-05
1930  1.0769e-05
1940  1.06859e-05
1950  1.06039e-05
1960  1.05229e-05
1970  1.04429e-05
1980  1.03639e-05
1990  1.0286e-05
2000  1.0209e-05
2010  1.01329e-05
2020  1.00578e-05
2030  9.98361e-06
2040  9.91033e-06
2050  9.83794e-06
2060  9.76643e-06
2070  9.69579e-06
2080  9.62599e-06
2090  9.55702e-06
2100  9.48887e-06
2110  9.42153e-06
2120  9.35499e-06
2130  9.28922e-06
2140  9.22422e-06
2150  9.15997e-06
2160  9.09647e-06
2170  9.03369e-06
2180  8.97164e-06
2190  8.91029e-06
2200  8.84964e-06
